SLIDE_NO,STATE,DISTRICT,TOPOSHEET,SLIDE_NAME,"NH_SH 
LOCATION",LATITUDE,LONGITUDE,LENGTH,WIDTH,HEIGHT,LS_AREA,DEPTH,"LANDSLIDE ALERT
 CATEGORY",VOLUME,"RUN_OUT_
DISTANCE","MATERIAL 
TYPE","MOVEMENT 
TYPE","MOVEMENT 
RATE",ACTIVITY,DISTRIBUTION,STYLE,"FAILURE 
PLANE","FAILURE 
MECHANISM","INITIATION 
YEAR","REACTIVATION 
YEAR1","REACTIVATION 
YEAR2","REACTIVATION 
YEAR3",GEOMORPHOLOGY,GEOLOGY,STRUCTURE,"LANDUSE 
LANDCOVER",HYDROLOGICAL,"TRIGGERING 
FACTOR","PERSONS 
DEATH","PEOPLE 
AFFECTED","LIVESTOCK 
AFFECTED","COMMUNICATION 
AFFECTED","INFRASTRUCTURE 
AFFECTED","LANDUSE 
LANDCOVER 
AFFECTED",GEOSCIENTIFIC_CAUSES,"PRE-REMEDIAL 
MEASURES",REMARKS,Citation,REPORT,PHOTOS,ABSTRACT,,,
HP/CHA/52D/03/2019/73,Himachal Pradesh,Chamba,52D03,Rehal Ban Jangal,,32.28259,76.14103,500.00,250.00,450.00,,0-0.5m,III,,250.00,Rock cum debris,Slide,Rapid,Active,Retrogressive,Multiple,Deep seated,Deep rotational failure,,,,,Lowly Dissected,Sandstone,,Moderately vegetated,Damp,Rainfall,,,,,,,Toe erosion by deep nala,,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/KAN/43P/16/2019/181,Himachal Pradesh,Kangra,43P16,Patti,Sanjwan-Dini link road,32.11186,75.80018,7.00,5.00,6.00,,0-1m,III,,5.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,,,,,Moderately Dissected,mudstone with sandstone,,Moderately vegetated,Damp,Rainfall,,,,,,,Road cutting,Retaining wall,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/43P/15/2019/149,Himachal Pradesh,Chamba,43P15,Barian bridge,SH-28,32.41929,75.97028,130.00,180.00,125.00,,0-1m,III,,120.00,Rock cum debris,Slide,Rapid,Active,Widening,multiple,shallow,Shallow planar failure,,,,,Moderately Dissected,Mudstone with sandstone,,Moderately vegetated,Damp,Rainfall,,,,,,,weathered rock on steep slope,Benching of slope and drainage allignment,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/43P/15/2019/177,Himachal Pradesh,Chamba,43P15,Barian bridge,SH-28,32.42130,75.95930,80.00,50.00,75.00,,0-0.5m,III,,100.00,Debris,Slide,Rapid,Active,Retrogressive,multiple,shallow,Shallow planar failure,,,,,Moderately Dissected,Mudstone and Conglomerate,,Sparsely vegetated,Damp,Rainfall,,,,,,,"Excess rainfall
Loose material on Steep slope",Benching of slope and drainage allignment,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/KAN/44M/13/2019/183,Himachal Pradesh,Kangra,44M13,Ban Bilwan,SH-27,31.94820,75.93217,30.00,25.00,28.00,,0-1m,III,,10.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,,,,,Moderately Dissected,sandstone with varigated mudstone,,Moderately vegetated,Damp,Rainfall,,,,,,,"Sheared rock mass, steep slope, rain fall and road cutting",Removal of weathered rock mass and plantation,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/104,Himachal Pradesh,Chamba,52D03,Along Chakki river,,32.39082,76.00335,50.00,70.00,45.00,,0-0.5m,III,,60.00,Debris,Slide,Rapid,Active,Enlarging,Multiple,shallow,Shallow planar failure,,,,,Moderately Dissected,Phyllite,,Moderately vegetated,Damp,Sudden Toe Removal,,,,,,,Toe erosion by river,,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/KAN/44M/13/2019/185,Himachal Pradesh,Kangra,44M13,Ban Bilwan,SH-27,31.95052,75.93419,30.00,25.00,29.00,,0-1m,III,,20.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,,,,,Moderately Dissected,sandstone with mudstone,,Moderately vegetated,Damp,Rainfall,,,,,,,"Sheared rock mass, steep slope, rain fall and road cutting",Removal of weathered rock mass and plantation,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/74,Himachal Pradesh,Chamba,52D03,Bhiora saini,,32.27988,76.15250,100.00,80.00,90.00,,0-1m,III,,150.00,Debris,Slide,Rapid,Active,Retrogressive,Multiple,shallow,Shallow planar failure,,,,,Lowly Dissected,sandstone with mudstone,,Moderately vegetated,Damp,Sudden Toe Removal,,,,,,,Toe cutting by nala,Toe support,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52/D/03/2019/78,Himachal Pradesh,Chamba,52D03,Nahna village,Boh-Dhulara road,32.30018,76 76.147414,10.00,15.00,8.00,,0-1m,III,,5.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,,,,,Lowly Dissected,Phyllite,,Sparsely vegetated,Damp,Rainfall,,,,,,,Road cutting,Removal of loose material and gabian wall,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/43P/15/2019/116,Himachal Pradesh,Chamba,43P15,Jatroon,Lahru-Chowari road,32.42082,75.99604,18.00,20.00,15.00,,0-1m,III,,2.00,Debris,Slide,Rapid,Active,Widening,Single,shallow,Shallow planar failure,,,,,Moderately Dissected,Phyllite,,Moderately vegetated,Damp,Rainfall,,,,,,,Loose debris saturation by rainfall,Removal of debris material and retaining wall,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/43P/15/2019/141,Himachal Pradesh,Chamba,43P15,Barian,SH-28,32.42356,75.95792,35.00,30.00,32.00,,0-1m,III,,30.00,Debris,Slide,Rapid,Active,Widening,Multiple,shallow,Shallow planar failure,,,,,Lowly Dissected,Siltstone,,Moderately vegetated,Damp,Rainfall,,,,,,,Sheared rock mass and rainfall,Benching of slope and drainage allignment,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/KAN/52/D/03/2019/64,Himachal Pradesh,Kangra,52D03,Kanol village,,32.28731,76.22815,60.00,40.00,55.00,,0-1m,III,,30.00,Debris,Slide,Rapid,Active,Widening,Single,shallow,Shallow planar failure,,,,,Lowly Dissected,Mudstone,,Sparsely vegetated,Damp,Rainfall,,,,,,,Toe cutting by nala,Toe support,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/43P/15/2019/118,Himachal Pradesh,Chamba,43P15,Kalidhar ,Lahru-Chowari road,32.41643,75.99233,16.00,15.00,15.00,,0-1m,III,,3.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,,,,,Moderately Dissected, phyllitic quartzite,,Moderately vegetated,Damp,Rainfall,,,,,,,Road cutting ,Retaining wall with weep holes,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/43P/15/2019/136,Himachal Pradesh,Chamba,43P15,Hathola,,32.42822,75.97025,150.00,50.00,145.00,,0-1m,III,,100.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,2010.00,,,,Moderately Dissected,Phyllite,,Moderately vegetated,Damp,Rainfall,,,,,,,Toe cutting by nala,,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/43P/15/2019/137,Himachal Pradesh,Chamba,43P15,Barian,SH-28,32.42709,75.95755,70.00,40.00,65.00,,0-1m,III,,10.00,Debris,Slide,Rapid,Reactivated,Retrogressive,Single,shallow,Shallow planar failure,,,,,Moderately Dissected,Mudstone,,Moderately vegetated,Damp,Rainfall,,,,,,,Road cutting and rainfall,Benching of slope and drainage allignment,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/KAN/43P/16/2019/178,Himachal Pradesh,Kangra,43P16,Peh,Diothi-Badal road,32.04294,75.84516,12.00,10.00,10.00,,0-0.5m,III,,5.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,2010.00,,,,Moderately Dissected,sandstone with mudstone intercalation,,Moderately vegetated,Damp,Rainfall,,,,,,,Road widening,Retaining wall,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/KAN/43P/15/2019/190,Himachal Pradesh,Kangra,43P15,Haral uprali,Chakki-Aundi link road,32.36680,75.84722,10.00,8.00,9.00,,0-1m,III,,5.00,Rock and Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,2015.00,,,,Moderately Dissected,red mudstone with hard compact sandstone,,Moderately vegetated,Damp,Rainfall,,,,,,,road cutting and weathered mudstone,Retaining wall and drainage allignment,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/96,Himachal Pradesh,Chamba,52D03,Godra village,,32.37102,76.02331,60.00,35.00,50.00,,0-1m,III,,150.00,Debris,Slide,Rapid,Active,Retrogressive,Multiple,shallow,Shallow planar failure,2018.00,,,,Moderately Dissected,Phyllite,,Moderately vegetated,Damp,Sudden Toe Removal,,,,,,,Toe cutting by river,,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/43P/15/2019/108,Himachal Pradesh,Chamba,43P15,Sahla,SH-28,32.39138,75.99357,8.00,12.00,7.00,,0-1m,III,,15.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,2017.00,,,,Moderately Dissected,Conglomerate with mudstone,,Moderately vegetated,Damp,Rainfall,,,,,,,Road cutting,Retaining wall at different levels,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/43P/15/2019/109,Himachal Pradesh,Chamba,43P15,Along Chakki river,,32.39391,75.99446,15.00,10.00,12.00,,0-1m,II,,5.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,2018.00,,,,Moderately Dissected,Conglomerate with mudstone,,Moderately vegetated,Damp,Rainfall,,,,,,,Road cutting,Retaining wall,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/43P/15/2019/134,Himachal Pradesh,Chamba,43P15,Barian,SH-28,32.42684,75.96331,15.00,10.00,14.00,,0-1m,III,,5.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,2018.00,,,,Moderately Dissected,Siltstone,,Moderately vegetated,Damp,Rainfall,,,,,,,road cutting and weathered mudstone,Retaining wall and drainage allignment,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/43P/15/2019/148,Himachal Pradesh,Chamba,43P15,Barian,,32.42356,75.96852,80.00,35.00,75.00,,0-1m,III,,50.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,2018.00,,,,Moderately Dissected,Sandstone & Siltstone,,Moderately vegetated,Damp,Rainfall,,,,,,,Toe cutting by river,,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/43P/15/2019/150,Himachal Pradesh,Chamba,43P15,Barian,SH-28,32.41967,75.96852,100.00,60.00,95.00,,0-1m,III,,35.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,2018.00,,,,Moderately Dissected,alternate mudstone and sandstone,,Moderately vegetated,Damp,Rainfall,,,,,,,Unscientific road cut without proper toe support ,Retaining wall and drainage allignment,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/43P/15/2019/83,Himachal Pradesh,Chamba,43P15,Kumlari,SH-28,32.46756,75.92064,5.00,4.00,4.00,,0-1m,III,,3.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,2018.00,,,,Moderately Dissected,Conglomerate and mudstone,,Moderately vegetated,Damp,Rainfall,,,,,,,Road cutting and loose debris on the slope," removal of loose debris, drainage allignment and retaining wall",,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/43P/15/2019/214,Himachal Pradesh,Chamba,52D03,Khariri,Khariri,32.25576,76.22256,40.00,20.00,30.00,,0-1m,III,,200.00,Rock,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,,,,,Lowly dissected,Sandstone & Siltstone,,Moderately vegetated,Damp,Rainfall,,,,,,,"Toe cutting by nala, Weathered rock on steep slope",,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/43P/15/2019/215,Himachal Pradesh,Chamba,52D03,Khariri,Khariri,32.25683,76.21636,28.00,15.00,20.00,,0-1m,III,,70.00,Rock,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,,,,,Lowly dissected,Sandstone & Siltstone,,Moderately vegetated,Damp,Rainfall,,,,,,,"Toe cutting by nala, Weathered rock on steep slope",,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/43P/15/2019/220,Himachal Pradesh,Kangra,43P15,Baduni,Baduni,32.38848,75.94833,150.00,70.00,120.00,,2-3m,II,,240.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,,2018.00,,,Moderately Dissected,mudstone with sandstone,,Moderately vegetated,Damp,Rainfall,Nill,,,,,,"Toe cutting by nala, loose material on steep slope",,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
